typeName,idShort,value,valueType,category,descriptionEN,descriptionDE,semanticId
Property,PLC_GW3.Application.GVL.Lager_Sensor_Mat_Vorhanden,,,,,,
Property,PLC_GW3.Application.GVL.Lager_Sensor_Hell,,,,,,
Property,PLC_GW3.Application.GVL.Lager_Sensor_Metall,,,,,,
Property,PLC_GW3.Application.GVL.Vereinzelungszylinder.IX_eingefahren,,,,,,
Property,PLC_GW3.Application.GVL.Vereinzelungszylinder.IX_ausgefahren,,,,,,
Property,PLC_GW3.Application.GVL.Kran_Mat_angesaugt,,,,,,
Property,PLC_GW3.Application.GVL.Kranzylinder.IX_ausgefahren,,,,,,
Property,PLC_GW3.Application.GVL.Kranzylinder.IX_eingefahren,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,OPC Write1,,,,,,
Property,PLC_GW3.Application.GVL.Kran_Drehwinkel,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,OPC Write2,,,,,,
Property,PLC_GW3.Application.GVL.Stempel_Druck_Ist,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,OPC Write3,,,,,,
Property,PLC_GW3.Application.GVL.Stempel_Man_Auto,,,,,,
Property,PLC_GW3.Application.GVL.Band_Man_Auto,,,,,,
Property,PLC_GW3.Application.GVL.Lager_Man_Auto,,,,,,
Property,PLC_GW3.Application.GVL.Nicht_Notaus_Stempel,,,,,,
Property,PLC_GW3.Application.GVL.Stempel_Start,,,,,,
Property,PLC_GW3.Application.GVL.Nicht_Notaus_Band,,,,,,
Property,PLC_GW3.Application.GVL.Band_Start,,,,,,
Property,PLC_GW3.Application.GVL.Nicht_Notaus_Lager,,,,,,
Property,PLC_GW3.Application.GVL.Lager_Start,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
File,Screenshot,,,,,,
End-SubmodelElementCollection,,,,,,,
