typeName,idShort,value,valueType,category,descriptionEN,descriptionDE,semanticId
Property,WorkpieceReady,,boolean,,Input2,,
Property,CraneUp,,boolean,,Input3,,
Property,CraneSucked,,boolean,,Input4,,
Property,CraneOnMagazin,,boolean,,Input5,,
Property,CraneOnConveyor,,boolean,,Input6,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,results,,,,,,
Property,CraneLower,,boolean,,Output1,,
Property,MagazinVacuumOn,,boolean,,Output2,,
Property,CraneTurnClockwise,,boolean,,Output3,,
Property,CraneTurnCounterclockwise,,boolean,,Output4,,
End-SubmodelElementCollection,,,,,,,
File,Screenshot,D:\xPPU_DT-main\AAScreation\4.simulation_info_2_csv\model\Simulink_to_xppu\Screenshot.png,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Scenario_Sc13,,,CONSTANT,"Scenario_13_CoDeSys.slx This interlocked simulation model integrates CoDeSys signals via OPC DA Read (Async), distributes them through Signal Expander to subsystems, executes processes in the Stempelanlage system, and reads back field data in the Sensoren system. It forms a closed-loop process: OPC Input → Unfolding/Interlocking → Process Execution → Output → OPC Feedback, designed for online debugging and visual verification with CoDeSys.
",,
"Property,Summary,""The Simulink model Scenario Sc13 processes three workpiece types via OPC, featuring stamping, sorting, and storage with stack, crane, and conveyor."",,CONSTANT,,,",,,,,,,
Property,PosSimPurpose,Virtual commissioning,str,,,,
Property,TypeOfModel,Nonlinear model,str,,,,
Property,ScopeOfModel,Logic and timing behaviour,str,,,,
Property,LicenseModel,subscription,str,,,,
Property,EngineeringDomain,Control Engineering,str,,,,
SubmodelElementCollection,Environment,,,,,,
Property,OperatingSystem,Windows 10 64bit,str,,,,
"Property,ToolEnvironment,""MATLAB Simulink, Version R2012b"",str,,,,",,,,,,,
"Property,DependencyEnvironment,""OPC devices, Pick and Place Unit  Components, OPC Toolbox, server, sync, and control logic. communication support."",,CONSTANT,,,",,,,,,,
Property,VisualizationInformation,integrated,str,,,,
SubmodelElementCollection,SimulationTool,,,CONSTANT,,,
"Property,SimToolName,""MATLAB Simulink, Version R2012b"",str,CONSTANT,,,",,,,,,,
SubmodelElementCollection,Solver,,,,,,
Property,SolverType,Fixed-step,,,,,
Property,SolverName,ode3,,,,,
Property,FixedStepSize,Sample_Time_Model,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ModelFile,,,CONSTANT,,,
Property,ModelFileType,slx,str,,,,
SubmodelElementCollection,ModelFileInfo,,,CONSTANT,,,
Property,ModelName,Scenario_13_CoDeSys,,,,,
Property,Creator,Aicher,,,,,
Property,LastModifiedBy,Aicher,,,,,
Property,CreatedOn,Wed Mar 06 16:26:02 2013,,,,,
Property,ModelVersion,1.854,,,,,
Property,SavedInSimulinkVersion,R2012b,,,,,
Property,Description,,,,,,
End-SubmodelElementCollection,,,,,,,
File,ModelFile,D:\xPPU_DT-main\AAScreation\4.simulation_info_2_csv\model\Scenario_13_CoDeSys\Scenario_13_CoDeSys.slx,,,,,
End-SubmodelElementCollection,,,,,,,
Property,ParamMethod,pre-parameterized,str,,,,
File,ParamFile,D:\xPPU_DT-main\AAScreation\4.simulation_info_2_csv\model\Scenario_13_CoDeSys\Variablen_Scenario13.m,,,,,
Property,SimTime,inf,Float,,,,
SubmodelElementCollection,Input,,,,,,
SubmodelElementCollection,OPC_Read2,,,,,,
Property,PLC_GW3ApplicationGVLStempel_Druck_Soll,,,,,,
Property,PLC_GW3ApplicationGVLStempelschlittenQX_einfahren,,,,,,
Property,PLC_GW3ApplicationGVLStempelschlittenQX_ausfahren,,,,,,
Property,PLC_GW3ApplicationGVLStempelzylinderQX_einfahren,,,,,,
Property,PLC_GW3ApplicationGVLStempelzylinderQX_ausfahren,,,,,,
Property,PLC_GW3ApplicationGVLBand_vor,,,,,,
Property,PLC_GW3ApplicationGVLBand_zurueck,,,,,,
Property,PLC_GW3ApplicationGVLSortierzylinder1QX_einfahren,,,,,,
Property,PLC_GW3ApplicationGVLSortierzylinder1QX_ausfahren,,,,,,
Property,PLC_GW3ApplicationGVLSortierzylinder2QX_einfahren,,,,,,
Property,PLC_GW3ApplicationGVLSortierzylinder2QX_ausfahren,,,,,,
Property,PLC_GW3ApplicationGVLVereinzelungszylinderQX_einfahren,,,,,,
Property,PLC_GW3ApplicationGVLVereinzelungszylinderQX_ausfahren,,,,,,
Property,PLC_GW3ApplicationGVLKran_Sauger_an,,,,,,
Property,PLC_GW3ApplicationGVLKran_Sauger_aus,,,,,,
Property,PLC_GW3ApplicationGVLKran_drehen_links,,,,,,
Property,PLC_GW3ApplicationGVLKran_drehen_rechts,,,,,,
Property,PLC_GW3ApplicationGVLKranzylinderQX_einfahren,,,,,,
Property,PLC_GW3ApplicationGVLKranzylinderQX_ausfahren,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,OPC_Read3,,,,,,
Property,PLC_GW3ApplicationGVLLager_Lampe_Gruen,,,,,,
Property,PLC_GW3ApplicationGVLBand_Lampe_Gruen,,,,,,
Property,PLC_GW3ApplicationGVLStempel_Lampe_Gruen,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,results,,,,,,
SubmodelElementCollection,OPC_Write,,,,,,
Property,PLC_GW3ApplicationGVLStempel_Sensor_Mat_vorhanden,,,,,,
Property,PLC_GW3ApplicationGVLStempelschlittenIX_ausgefahren,,,,,,
Property,PLC_GW3ApplicationGVLStempelschlittenIX_eingefahren,,,,,,
Property,PLC_GW3ApplicationGVLStempelzylinderIX_ausgefahren,,,,,,
Property,PLC_GW3ApplicationGVLStempelzylinderIX_eingefahren,,,,,,
Property,PLC_GW3ApplicationGVLBand_Sensor_Mat_Vorhanden,,,,,,
Property,PLC_GW3ApplicationGVLBand_Sensor_Hell_1,,,,,,
Property,PLC_GW3ApplicationGVLBand_Sensor_Hell_2,,,,,,
Property,PLC_GW3ApplicationGVLBand_Sensor_Hell_3,,,,,,
Property,PLC_GW3ApplicationGVLBand_Sensor_Hell_4,,,,,,
Property,PLC_GW3ApplicationGVLBand_Sensor_Metall_1,,,,,,
Property,PLC_GW3ApplicationGVLBand_Sensor_Metall_2,,,,,,
Property,PLC_GW3ApplicationGVLSortierzylinder1IX_eingefahren,,,,,,
Property,PLC_GW3ApplicationGVLSortierzylinder1IX_ausgefahren,,,,,,
Property,PLC_GW3ApplicationGVLSortierzylinder2IX_eingefahren,,,,,,
Property,PLC_GW3ApplicationGVLSortierzylinder2IX_ausgefahren,,,,,,
Property,PLC_GW3ApplicationGVLLager_Sensor_Mat_Vorhanden,,,,,,
Property,PLC_GW3ApplicationGVLLager_Sensor_Hell,,,,,,
Property,PLC_GW3ApplicationGVLLager_Sensor_Metall,,,,,,
Property,PLC_GW3ApplicationGVLVereinzelungszylinderIX_eingefahren,,,,,,
Property,PLC_GW3ApplicationGVLVereinzelungszylinderIX_ausgefahren,,,,,,
Property,PLC_GW3ApplicationGVLKran_Mat_angesaugt,,,,,,
Property,PLC_GW3ApplicationGVLKranzylinderIX_ausgefahren,,,,,,
Property,PLC_GW3ApplicationGVLKranzylinderIX_eingefahren,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,OPC_Write1,,,,,,
Property,PLC_GW3ApplicationGVLKran_Drehwinkel,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,OPC_Write2,,,,,,
Property,PLC_GW3ApplicationGVLStempel_Druck_Ist,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,OPC_Write3,,,,,,
Property,PLC_GW3ApplicationGVLStempel_Man_Auto,,,,,,
Property,PLC_GW3ApplicationGVLBand_Man_Auto,,,,,,
Property,PLC_GW3ApplicationGVLLager_Man_Auto,,,,,,
Property,PLC_GW3ApplicationGVLNicht_Notaus_Stempel,,,,,,
Property,PLC_GW3ApplicationGVLStempel_Start,,,,,,
Property,PLC_GW3ApplicationGVLNicht_Notaus_Band,,,,,,
Property,PLC_GW3ApplicationGVLBand_Start,,,,,,
Property,PLC_GW3ApplicationGVLNicht_Notaus_Lager,,,,,,
Property,PLC_GW3ApplicationGVLLager_Start,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
File,Screenshot,D:\xPPU_DT-main\AAScreation\4.simulation_info_2_csv\model\Scenario_13_CoDeSys\Screenshot.png,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,DynamicControl,,,CONSTANT,"This is a continuous-dynamics model of a two-link crane arm. Given physical parameters, the equation blocks compute the angular accelerations of joint 1 and joint 2, the arm’s rotational angular acceleration, and the vertical acceleration. Integrators then produce the corresponding angles/position and their velocities, forming the system’s state evolution. Thresholds and logic on the right detect steady-state or in-position conditions, and scopes with a time base are provided for observation and tuning.",,
Property,Summary,Achieve smooth motion control through a mathematical model.,,CONSTANT,,,
Property,PosSimPurpose,System dynamics,str,,,,
Property,TypeOfModel,Nonlinear model,str,,,,
Property,ScopeOfModel,Dynamics,str,,,,
Property,LicenseModel,subscription,str,,,,
Property,EngineeringDomain,Control Engineering,str,,,,
SubmodelElementCollection,Environment,,,,,,
Property,OperatingSystem,Windows 10 64bit,str,,,,
"Property,ToolEnvironment,""MATLAB Simulink, Version R2016b"",str,,,,",,,,,,,
Property,DependencyEnvironment,No specific hardware or software dependencies,,CONSTANT,,,
Property,VisualizationInformation,integrated,str,,,,
SubmodelElementCollection,SimulationTool,,,CONSTANT,,,
"Property,SimToolName,""MATLAB Simulink, Version R2016b"",str,CONSTANT,,,",,,,,,,
SubmodelElementCollection,Solver,,,,,,
Property,SolverType,Variable-step,,,,,
Property,SolverName,ode45,,,,,
Property,FixedStepSize,auto,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ModelFile,,,CONSTANT,,,
Property,ModelFileType,slx,str,,,,
SubmodelElementCollection,ModelFileInfo,,,CONSTANT,,,
Property,ModelName,dynamik_3,,,,,
Property,Creator,Alexa,,,,,
Property,LastModifiedBy,Alexa,,,,,
Property,CreatedOn,Fri Jun 01 17:14:17 2018,,,,,
Property,ModelVersion,1.44,,,,,
Property,Description,,,,,,
End-SubmodelElementCollection,,,,,,,
File,ModelFile,D:\xPPU_DT-main\AAScreation\4.simulation_info_2_csv\model\xppu-model-simulink\dynamik_3.slx,,,,,
End-SubmodelElementCollection,,,,,,,
Property,ParamMethod,pre-parameterized,str,,,,
File,ParamFile1,D:\xPPU_DT-main\AAScreation\4.simulation_info_2_csv\model\xppu-model-simulink\Test_m1_init.m,,,,,
File,ParamFile2,D:\xPPU_DT-main\AAScreation\4.simulation_info_2_csv\model\xppu-model-simulink\Test_m2_init.m,,,,,
Property,SimTime,80,Float,,,,
SubmodelElementCollection,Input,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,results,,,,,,
File,SimResult,D:\xPPU_DT-main\AAScreation\4.simulation_info_2_csv\model\xppu-model-simulink\dynamik_3.jpg,,,,,
End-SubmodelElementCollection,,,,,,,
File,Screenshot,D:\xPPU_DT-main\AAScreation\4.simulation_info_2_csv\model\xppu-model-simulink\Scrennshot.png,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SimulationInBlenderUnity,,,CONSTANT,,,
"Property,Summary,""The Unity model for Scenario Sc13 simulates a crane handling workpieces, combining transport, stamping, and sorting with sensor-driven automation"",,CONSTANT,,,",,,,,,,
Property,PosSimPurpose,Virtual commissioning,str,,,,
Property,TypeOfModel,Data-driven model,str,,,,
Property,ScopeOfModel,Visualization,str,,,,
Property,LicenseModel,free,str,,,,
Property,EngineeringDomain,HMI Engineering,str,,,,
SubmodelElementCollection,Environment,,,,,,
Property,OperatingSystem,Windows 10 64bit,str,,,,
Property,ToolEnvironment,Unity,str,,,,
Property,DependencyEnvironment,,,CONSTANT,,,
Property,VisualizationInformation,integrated,str,,,,
Property,SimToolName,Unity,str,CONSTANT,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ModelFile,,,CONSTANT,,,
Property,ModelFileType,exe,str,,,,
SubmodelElementCollection,ModelFileInfo,,,CONSTANT,,,
End-SubmodelElementCollection,,,,,,,
File,ModelFile,D:\xPPU_DT-main\AAScreation\4.simulation_info_2_csv\model\xPPU_EXE\xPPU_ohneVRNavigation.exe,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Input,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,results,,,,,,
End-SubmodelElementCollection,,,,,,,
File,Screenshot,D:\xPPU_DT-main\AAScreation\4.simulation_info_2_csv\model\xPPU_EXE\Scrennshot.png,,,,,
End-SubmodelElementCollection,,,,,,,
