typeName,idShort,value,valueType,category,descriptionEN,descriptionDE,semanticId
Property,Motor.TurningClockwise,FALSE,bool,,,,
Property,Motor.TurningCounterclockwise,TRUE,bool,,,,
ReferenceElement,Call,Motor,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,BistableCylinder,,,,,,
SubmodelElementCollection,BistableCylinder.Skill_Extend,,,,,,
SubmodelElementCollection,Condition,,,,,,
Property,BistableCylinder.DO_Extend,TRUE,bool,,,,
Property,BistableCylinder.DO_Retract,FALSE,bool,,,,
ReferenceElement,Call,BistableCylinder,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,BistableCylinder.Skill_Retract,,,,,,
SubmodelElementCollection,Condition,,,,,,
Property,BistableCylinder.DO_Extend,FALSE,bool,,,,
Property,BistableCylinder.DO_Retract,TRUE,bool,,,,
ReferenceElement,Call,BistableCylinder,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MonostableCylinder,,,,,,
SubmodelElementCollection,MonostableCylinder.Skill_Extend,,,,,,
SubmodelElementCollection,Condition,,,,,,
Property,MonostableCylinder.DO_Extend,TRUE,bool,,,,
ReferenceElement,Call,MonostableCylinder,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MonostableCylinder.Skill_Retract,,,,,,
SubmodelElementCollection,Condition,,,,,,
Property,MonostableCylinder.DO_Extend,FALSE,bool,,,,
ReferenceElement,Call,MonostableCylinder,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Switch,,,,,,
SubmodelElementCollection,Switch.Skill_Extend,,,,,,
SubmodelElementCollection,Condition,,,,,,
Property,Switch.DO_Extend,TRUE,bool,,,,
ReferenceElement,Call,Switch,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Switch.Skill_Retract,,,,,,
SubmodelElementCollection,Condition,,,,,,
Property,Switch.DO_Extend,FALSE,bool,,,,
ReferenceElement,Call,Switch,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Crane,,,,,,
SubmodelElementCollection,Crane.Skill_CarrierStop,,,,,,
ReferenceElement,Call,Motor.Skill_Stop,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Crane.Skill_CarrierTurnClockwise,,,,,,
ReferenceElement,Call,Motor.Skill_TurnClockwise,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Crane.Skill_CarrierTurnCounterclockwise,,,,,,
ReferenceElement,Call,Motor.Skill_TurnCounterclockwise,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PicAlpha,,,,,,
SubmodelElementCollection,PicAlpha.Skill_CarrierBackward,,,,,,
ReferenceElement,Call,Motor.Skill_TurnCounterclockwise,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PicAlpha.Skill_CarrierForward,,,,,,
ReferenceElement,Call,Motor.Skill_TurnClockwise,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PicAlpha.Skill_CarrierStop,,,,,,
ReferenceElement,Call,Motor.Skill_Stop,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Conveyor,,,,,,
SubmodelElementCollection,Conveyor.Skill_ConveyorBackward,,,,,,
ReferenceElement,Call,Motor.Skill_TurnCounterclockwise,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Conveyor.Skill_ConveyorForward,,,,,,
ReferenceElement,Call,Motor.Skill_TurnClockwise,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Conveyor.Skill_ConveyorStop,,,,,,
ReferenceElement,Call,Motor.Skill_Stop,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,LargeSortingConveyor,,,,,,
SubmodelElementCollection,LargeSortingConveyor.Skill_Ramp1Pusher_Extend,,,,,,
ReferenceElement,Call,MonostableCylinder.Skill_Extend,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,LargeSortingConveyor.Skill_Ramp1Pusher_Retract,,,,,,
ReferenceElement,Call,MonostableCylinder.Skill_Retract,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,LargeSortingConveyor.Skill_Ramp2Pusher_Extend,,,,,,
ReferenceElement,Call,MonostableCylinder.Skill_Extend,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,LargeSortingConveyor.Skill_Ramp2Pusher_Retract,,,,,,
ReferenceElement,Call,MonostableCylinder.Skill_Retract,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,LargeSortingConveyor.Skill_Switch_Extend,,,,,,
ReferenceElement,Call,Switch.Skill_Extend,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,LargeSortingConveyor.Skill_Switch_Retract,,,,,,
ReferenceElement,Call,Switch.Skill_Retract,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PicAlphaConveyor,,,,,,
SubmodelElementCollection,PicAlphaConveyor.Skill_IncreaseWPNumberAtPAC,,,,,,
SubmodelElementCollection,Condition,,,,,,
Property,PicAlphaConveyor.m_WPNumberAtPAC,m_WPNumberAtPAC + 1,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PicAlphaConveyor.Skill_ReduceWPNumberAtPAC,,,,,,
SubmodelElementCollection,Condition,,,,,,
Property,PicAlphaConveyor.m_WPNumberAtPAC,m_WPNumberAtPAC - 1,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PicAlphaConveyor.Skill_ResetWPNumberAtPAC,,,,,,
SubmodelElementCollection,Condition,,,,,,
Property,PicAlphaConveyor.m_WPNumberAtPAC,0,,,,,
ReferenceElement,Call,PicAlphaConveyor,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PicAlphaConveyor.Skill_Switch_Extend,,,,,,
ReferenceElement,Call,Switch.Skill_Extend,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PicAlphaConveyor.Skill_Switch_Retract,,,,,,
ReferenceElement,Call,Switch.Skill_Retract,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,RefeedingConveyor,,,,,,
SubmodelElementCollection,RefeedingConveyor.Skill_Switch_Extend,,,,,,
ReferenceElement,Call,Switch.Skill_Extend,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,RefeedingConveyor.Skill_Switch_Retract,,,,,,
ReferenceElement,Call,Switch.Skill_Retract,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SmallSortingConveyor,,,,,,
SubmodelElementCollection,SmallSortingConveyor.Skill_Switch_Extend,,,,,,
ReferenceElement,Call,Switch.Skill_Extend,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SmallSortingConveyor.Skill_Switch_Retract,,,,,,
ReferenceElement,Call,Switch.Skill_Retract,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
